brand,commercial_number,BDM,transcript,total_bdm_terms_pct,comparatives,superlatives,unique_words,bdm_words,product_cat_name,product_cat_keywords,product_cat_brands,keyword_similarity,similar_phrases,shared_keywords,shared_keywords_count
MiO,AD0284,0.0,"FIT FIT FIT NEW FIT WITH ELECTROLYTES Always dilute FIT VITAMINS Hera NEW FIT Mil Fit You know what always kept America moving forward, America? Change! We didn't like the shape of chickens, so we changed them to nuggets. We grew tired of saying, greetings there, Fred. So we changed it to, sup. We changed man bands into boy bands. We gotta change that back. And sports drinks were boring, so we changed that with new meal fit. A sports drink with electrolytes you can flavor your way. Change your sports drink. Change America! Ha ha ha!",0.0,[],[],[],[],Softdrinks,"['refreshing', 'organic', 'fizzy', 'sparkling', 'light', 'invigorating', 'bubbly', 'natural', 'fruity', 'energizing', 'satisfying', 'tropical', 'fresh', 'delicious', 'revitalizing', 'exotic', 'pure', 'tasty', 'healthy', 'nutritious', 'wholesome', 'flavor', 'taste', 'calories', 'sugar', 'vitamins', 'energy', 'ingredients', 'refreshment', 'aroma', 'sweeteners', 'electrolytes', 'quality']","['Bai', 'BUBLY', 'CocaCola', 'DietCoke', 'MiO', 'MountainDew', 'Pepsi', 'Sprite']",0.3091689,['A sports drink with electrolytes you can flavor your way'],"['flavor', 'vitamins', 'electrolytes']",3
MountainDew,AD0442,1.0,"START THREE AWESOME THINGS COMBINED DEW Kick Man, I might just chill tonight. Puppy monkey, baby. Puppy monkey, baby. Puppy monkey, baby. Puppy monkey, baby. Puppy. Monkey. Baby. Puppy monkey, baby. Puppy monkey, baby. Puppy monkey, baby. Puppy monkey, baby. Puppy monkey, baby. Puppy monkey, baby. Mountain Dew Kickstart. Dew, juice, caffeine.",0.0,[],[],[],[],Softdrinks,"['refreshing', 'organic', 'fizzy', 'sparkling', 'light', 'invigorating', 'bubbly', 'natural', 'fruity', 'energizing', 'satisfying', 'tropical', 'fresh', 'delicious', 'revitalizing', 'exotic', 'pure', 'tasty', 'healthy', 'nutritious', 'wholesome', 'flavor', 'taste', 'calories', 'sugar', 'vitamins', 'energy', 'ingredients', 'refreshment', 'aroma', 'sweeteners', 'electrolytes', 'quality']","['Bai', 'BUBLY', 'CocaCola', 'DietCoke', 'MiO', 'MountainDew', 'Pepsi', 'Sprite']",0.22506511,"['Dew, juice, caffeine']",[],0
Nestle,AD0338,0.0,"Chocolate PEANUT BUTTER and finger Butt Bull Pen peanut BUTTER 4 Nestle PEANUT CRUNCHY SMOOTH butter Nestle Good Food Good Life So tell me about your relationship. Well, we're peanut butter and chocolate. Nut button choco. Don't do that. He says when something's good, why change it? Exactly. Exactly. What if you were to try something different? Yes, it's Mr. Butterfinger. I'm sorry, what are we doing here? It's a whole new way to love peanut butter and chocolate, smooth and crunchy Butterfinger peanut butter cups. Oh, man! Let's go the other way. Oh, I'm good. Nestle, good food, good life.",0.0,[],[],[],[],Snacks,"['artificial', 'zero', 'refreshing', 'organic', 'crispy', 'crunchy', 'delicious', 'tasty', 'satisfying', 'flavorful', 'fresh', 'spicy', 'hot', 'light', 'creamy', 'natural', 'handcrafted', 'baked', 'roasted', 'smoky', 'glazed', 'irresistible', 'convenient', 'healthy', 'nutritious', 'wholesome', 'new','calories', 'carbs', 'fat', 'flavor', 'sugar', 'quality', 'protein', 'taste', 'ingredients', 'nutrients', 'energy', 'texture', 'crunch', 'aroma', 'variety', 'balance', 'recipe', 'fiber', 'vitamins', 'minerals', 'packaging', 'satisfaction', 'indulgence', 'convenience', 'seasoning', 'coating', 'filling', 'topping', 'ranch', '3D']","['Butterfinger', 'Cheerios', 'Cheetos', 'Chobani', 'Dannon', 'DEVOUR', 'Doritos', 'Heinz', 'HellmannsMayonnaise', 'KingsHawaiian', 'Kraft', 'Lays', 'MANDMs', 'Nestle', 'Oreo', 'Planters', 'Poptarts', 'Pringles', 'Reeses', 'SabraHummus', 'Skittles', 'Snickers', 'WonderfulPistachios']",0.34208992,"['Chocolate PEANUT BUTTER and finger Butt Bull Pen peanut BUTTER 4 Nestle PEANUT CRUNCHY SMOOTH butter Nestle Good Food Good Life So tell me about your relationship', ""I'm sorry, what are we doing here? It's a whole new way to love peanut butter and chocolate, smooth and crunchy Butterfinger peanut butter cups"", 'Nestle, good food, good life']","['crunchy', 'new']",2
Pepsi,AD0288,0.0,"MADE LIVE FOR Meta NOW PEPSI the Pepsi Globe and LIVE FOR NOW are trademarks 0 Inc Ladies and gentlemen, show some love for Beyonce and let the countdown begin. 10, 9, 8, 7, 6, 5, 4, 3, 2, 1.",0.0,[],[],[],[],Softdrinks,"['refreshing', 'organic', 'fizzy', 'sparkling', 'light', 'invigorating', 'bubbly', 'natural', 'fruity', 'energizing', 'satisfying', 'tropical', 'fresh', 'delicious', 'revitalizing', 'exotic', 'pure', 'tasty', 'healthy', 'nutritious', 'wholesome', 'flavor', 'taste', 'calories', 'sugar', 'vitamins', 'energy', 'ingredients', 'refreshment', 'aroma', 'sweeteners', 'electrolytes', 'quality']","['Bai', 'BUBLY', 'CocaCola', 'DietCoke', 'MiO', 'MountainDew', 'Pepsi', 'Sprite']",0.24308121,[],[],0
Pepsi,AD0393,0.0,Diner psi Gas Peps Diner TAXI Initial Charge Per Mile Ala Surcharge Ow.,0.0,[],[],[],[],Softdrinks,"['refreshing', 'organic', 'fizzy', 'sparkling', 'light', 'invigorating', 'bubbly', 'natural', 'fruity', 'energizing', 'satisfying', 'tropical', 'fresh', 'delicious', 'revitalizing', 'exotic', 'pure', 'tasty', 'healthy', 'nutritious', 'wholesome', 'flavor', 'taste', 'calories', 'sugar', 'vitamins', 'energy', 'ingredients', 'refreshment', 'aroma', 'sweeteners', 'electrolytes', 'quality']","['Bai', 'BUBLY', 'CocaCola', 'DietCoke', 'MiO', 'MountainDew', 'Pepsi', 'Sprite']",0.142424,[],[],0
Pepsi,AD0446,0.0,OLA OLA OLA OLA PSI n Pepsi registered Inc OLA e registered Inc PEPSI Glob Co PEPSI PEPSI Globe of l 🎵,0.0,[],[],[],[],Softdrinks,"['refreshing', 'organic', 'fizzy', 'sparkling', 'light', 'invigorating', 'bubbly', 'natural', 'fruity', 'energizing', 'satisfying', 'tropical', 'fresh', 'delicious', 'revitalizing', 'exotic', 'pure', 'tasty', 'healthy', 'nutritious', 'wholesome', 'flavor', 'taste', 'calories', 'sugar', 'vitamins', 'energy', 'ingredients', 'refreshment', 'aroma', 'sweeteners', 'electrolytes', 'quality']","['Bai', 'BUBLY', 'CocaCola', 'DietCoke', 'MiO', 'MountainDew', 'Pepsi', 'Sprite']",0.24896401,[],[],0
Pepsi,AD0663,0.0,"WHAT I LIKE ZERO SUGAR Pepsi Globe and THAT LIKE are of Inc I see a red door and I want to paint it black. No colors anymore, I want that to turn black. I see a red door and I want to paint it black. I paint the red door black, dance floor black. I'm in my own lane, unapologetic and I do my own thing. Got my own brain. No colors anymore, I want to paint it black.",0.0,[],[],[],[],Softdrinks,"['refreshing', 'organic', 'fizzy', 'sparkling', 'light', 'invigorating', 'bubbly', 'natural', 'fruity', 'energizing', 'satisfying', 'tropical', 'fresh', 'delicious', 'revitalizing', 'exotic', 'pure', 'tasty', 'healthy', 'nutritious', 'wholesome', 'flavor', 'taste', 'calories', 'sugar', 'vitamins', 'energy', 'ingredients', 'refreshment', 'aroma', 'sweeteners', 'electrolytes', 'quality']","['Bai', 'BUBLY', 'CocaCola', 'DietCoke', 'MiO', 'MountainDew', 'Pepsi', 'Sprite']",0.21721655,[],['sugar'],1
Planters,AD0613,0.0,"Nan fur Don t drive like a Professional driver on a closed course Do not attempt Mom Fe HARDWARE HOURS In HOURS Hours MN Kate Furniture chips PLANTERS MIXED NUTS PLANTERS When people think I'm nuts. Always there in crunch time. Get him, not me!",0.0,[],[],[],[],Snacks,"['artificial', 'zero', 'refreshing', 'organic', 'crispy', 'crunchy', 'delicious', 'tasty', 'satisfying', 'flavorful', 'fresh', 'spicy', 'hot', 'light', 'creamy', 'natural', 'handcrafted', 'baked', 'roasted', 'smoky', 'glazed', 'irresistible', 'convenient', 'healthy', 'nutritious', 'wholesome', 'new','calories', 'carbs', 'fat', 'flavor', 'sugar', 'quality', 'protein', 'taste', 'ingredients', 'nutrients', 'energy', 'texture', 'crunch', 'aroma', 'variety', 'balance', 'recipe', 'fiber', 'vitamins', 'minerals', 'packaging', 'satisfaction', 'indulgence', 'convenience', 'seasoning', 'coating', 'filling', 'topping', 'ranch', '3D']","['Butterfinger', 'Cheerios', 'Cheetos', 'Chobani', 'Dannon', 'DEVOUR', 'Doritos', 'Heinz', 'HellmannsMayonnaise', 'KingsHawaiian', 'Kraft', 'Lays', 'MANDMs', 'Nestle', 'Oreo', 'Planters', 'Poptarts', 'Pringles', 'Reeses', 'SabraHummus', 'Skittles', 'Snickers', 'WonderfulPistachios']",0.16207606,[],['crunch'],1
Planters,AD0664,0.0,"MR PEANUT Jan PLANTERS Mr. Peanut, he spent his life bringing people together. I know he'd be happy that we are all together now. Yeah. What is happening? What is that? Is that a baby nut? Baby nut? Just kidding. I'm back. Where's my monocle?",0.0,[],[],[],[],Snacks,"['artificial', 'zero', 'refreshing', 'organic', 'crispy', 'crunchy', 'delicious', 'tasty', 'satisfying', 'flavorful', 'fresh', 'spicy', 'hot', 'light', 'creamy', 'natural', 'handcrafted', 'baked', 'roasted', 'smoky', 'glazed', 'irresistible', 'convenient', 'healthy', 'nutritious', 'wholesome', 'new','calories', 'carbs', 'fat', 'flavor', 'sugar', 'quality', 'protein', 'taste', 'ingredients', 'nutrients', 'energy', 'texture', 'crunch', 'aroma', 'variety', 'balance', 'recipe', 'fiber', 'vitamins', 'minerals', 'packaging', 'satisfaction', 'indulgence', 'convenience', 'seasoning', 'coating', 'filling', 'topping', 'ranch', '3D']","['Butterfinger', 'Cheerios', 'Cheetos', 'Chobani', 'Dannon', 'DEVOUR', 'Doritos', 'Heinz', 'HellmannsMayonnaise', 'KingsHawaiian', 'Kraft', 'Lays', 'MANDMs', 'Nestle', 'Oreo', 'Planters', 'Poptarts', 'Pringles', 'Reeses', 'SabraHummus', 'Skittles', 'Snickers', 'WonderfulPistachios']",0.063352644,[],[],0
Pringles,AD0554,0.0,"TM BBQ That's how we do it on the farm. Cut! Barbecue Pringles. Pizza Pringles. You made barbecue pizza. Wow. Wow. Wow. Add a jalapeno. Spicy barbecue pizza. Wow. Wow. Wow! Wow. Wow. Wow, you can stack different flavors? Nobody asked you, Kevin! Wow.",0.0,[],[],[],[],Snacks,"['artificial', 'zero', 'refreshing', 'organic', 'crispy', 'crunchy', 'delicious', 'tasty', 'satisfying', 'flavorful', 'fresh', 'spicy', 'hot', 'light', 'creamy', 'natural', 'handcrafted', 'baked', 'roasted', 'smoky', 'glazed', 'irresistible', 'convenient', 'healthy', 'nutritious', 'wholesome', 'new','calories', 'carbs', 'fat', 'flavor', 'sugar', 'quality', 'protein', 'taste', 'ingredients', 'nutrients', 'energy', 'texture', 'crunch', 'aroma', 'variety', 'balance', 'recipe', 'fiber', 'vitamins', 'minerals', 'packaging', 'satisfaction', 'indulgence', 'convenience', 'seasoning', 'coating', 'filling', 'topping', 'ranch', '3D']","['Butterfinger', 'Cheerios', 'Cheetos', 'Chobani', 'Dannon', 'DEVOUR', 'Doritos', 'Heinz', 'HellmannsMayonnaise', 'KingsHawaiian', 'Kraft', 'Lays', 'MANDMs', 'Nestle', 'Oreo', 'Planters', 'Poptarts', 'Pringles', 'Reeses', 'SabraHummus', 'Skittles', 'Snickers', 'WonderfulPistachios']",0.4271013,"['Spicy barbecue pizza', 'Wow, you can stack different flavors? Nobody asked you, Kevin! Wow']",['spicy'],1
Pringles,AD0614,0.0,"Mingles My Pine TM TM I'm stacking cheddar, jalapeno, and sour cream and onion. The spicy nacho stack. How many Pringles flavor stack combinations are there? 318,000. Sadly, I'll never know the joy of tasting any. For I have no hands to stack with, no mouth to taste with, no soul to feel with. I am at the mercy of a cruel and uncaring... Cool, play Funky Town. There's a Pringles stack for everyone. Sort of.",0.0,[],[],[],[],Snacks,"['artificial', 'zero', 'refreshing', 'organic', 'crispy', 'crunchy', 'delicious', 'tasty', 'satisfying', 'flavorful', 'fresh', 'spicy', 'hot', 'light', 'creamy', 'natural', 'handcrafted', 'baked', 'roasted', 'smoky', 'glazed', 'irresistible', 'convenient', 'healthy', 'nutritious', 'wholesome', 'new','calories', 'carbs', 'fat', 'flavor', 'sugar', 'quality', 'protein', 'taste', 'ingredients', 'nutrients', 'energy', 'texture', 'crunch', 'aroma', 'variety', 'balance', 'recipe', 'fiber', 'vitamins', 'minerals', 'packaging', 'satisfaction', 'indulgence', 'convenience', 'seasoning', 'coating', 'filling', 'topping', 'ranch', '3D']","['Butterfinger', 'Cheerios', 'Cheetos', 'Chobani', 'Dannon', 'DEVOUR', 'Doritos', 'Heinz', 'HellmannsMayonnaise', 'KingsHawaiian', 'Kraft', 'Lays', 'MANDMs', 'Nestle', 'Oreo', 'Planters', 'Poptarts', 'Pringles', 'Reeses', 'SabraHummus', 'Skittles', 'Snickers', 'WonderfulPistachios']",0.39500487,"[""Sadly, I'll never know the joy of tasting any"", 'The spicy nacho stack', 'How many Pringles flavor stack combinations are there? 318,000']","['spicy', 'flavor', 'taste']",3
Pringles,AD0783,0.0,"8 cor GET IN TM 0 I'm stuck on you, got this feeling down deep in my soul that I just can't lose. Guess I'm on my way, needing it from you. And when I'm with you now, I guess I'll be with you till the end.",0.0,[],[],[],[],Snacks,"['artificial', 'zero', 'refreshing', 'organic', 'crispy', 'crunchy', 'delicious', 'tasty', 'satisfying', 'flavorful', 'fresh', 'spicy', 'hot', 'light', 'creamy', 'natural', 'handcrafted', 'baked', 'roasted', 'smoky', 'glazed', 'irresistible', 'convenient', 'healthy', 'nutritious', 'wholesome', 'new','calories', 'carbs', 'fat', 'flavor', 'sugar', 'quality', 'protein', 'taste', 'ingredients', 'nutrients', 'energy', 'texture', 'crunch', 'aroma', 'variety', 'balance', 'recipe', 'fiber', 'vitamins', 'minerals', 'packaging', 'satisfaction', 'indulgence', 'convenience', 'seasoning', 'coating', 'filling', 'topping', 'ranch', '3D']","['Butterfinger', 'Cheerios', 'Cheetos', 'Chobani', 'Dannon', 'DEVOUR', 'Doritos', 'Heinz', 'HellmannsMayonnaise', 'KingsHawaiian', 'Kraft', 'Lays', 'MANDMs', 'Nestle', 'Oreo', 'Planters', 'Poptarts', 'Pringles', 'Reeses', 'SabraHummus', 'Skittles', 'Snickers', 'WonderfulPistachios']",0.13936174,[],[],0
SabraHummus,AD0672,0.0,"How Do Sabra Sabra Sabra Sea Sabra Sabra Sr Sr ROASTED GARLIC Sabra DARK Sabra Sabra WINNER Spicy Sabra Sabra Sabra America, how do you muss? This is how I muss. This is how we muss. This is how I muss. How do you muss? I muss celery. I muss pretzels. Bananas. Muss bus. Mm-hmm. And the winner is Scary Spicy. This is five star too. Saucy. Turkey! Yeah! This is how we muss. Sabra hummus! Woo!",0.0,[],[],[],[],Snacks,"['artificial', 'zero', 'refreshing', 'organic', 'crispy', 'crunchy', 'delicious', 'tasty', 'satisfying', 'flavorful', 'fresh', 'spicy', 'hot', 'light', 'creamy', 'natural', 'handcrafted', 'baked', 'roasted', 'smoky', 'glazed', 'irresistible', 'convenient', 'healthy', 'nutritious', 'wholesome', 'new','calories', 'carbs', 'fat', 'flavor', 'sugar', 'quality', 'protein', 'taste', 'ingredients', 'nutrients', 'energy', 'texture', 'crunch', 'aroma', 'variety', 'balance', 'recipe', 'fiber', 'vitamins', 'minerals', 'packaging', 'satisfaction', 'indulgence', 'convenience', 'seasoning', 'coating', 'filling', 'topping', 'ranch', '3D']","['Butterfinger', 'Cheerios', 'Cheetos', 'Chobani', 'Dannon', 'DEVOUR', 'Doritos', 'Heinz', 'HellmannsMayonnaise', 'KingsHawaiian', 'Kraft', 'Lays', 'MANDMs', 'Nestle', 'Oreo', 'Planters', 'Poptarts', 'Pringles', 'Reeses', 'SabraHummus', 'Skittles', 'Snickers', 'WonderfulPistachios']",0.36058632,"['I muss pretzels', 'How Do Sabra Sabra Sabra Sea Sabra Sabra Sr Sr ROASTED GARLIC Sabra DARK Sabra Sabra WINNER Spicy Sabra Sabra Sabra America, how do you muss? This is how I muss', 'How do you muss? I muss celery']","['spicy', 'roasted']",2
Skittles,AD0395,0.0,We Do We Dd We Wt We i MO U J ha 3 Skittles SETTLE E Mm Jr e s Just one lemon left. Lemon SkittCho's are my favorite. They're my favorite. Let's settle it the usual way. SETTLE IT THE USUAL WAY! SETTLE IT THE USUAL WAY! SETTLE IT THE USUAL WAY! SETTLE IT! SETTLE IT THE USUAL WAY! SETTLE IT THE USUAL WAY! Woo! SETTLE IT THE USUAL WAY! SETTLE IT THE USUAL WAY! Settle the Rainbow. TASTE the Rainbow.,0.0,[],[],[],[],Snacks,"['artificial', 'zero', 'refreshing', 'organic', 'crispy', 'crunchy', 'delicious', 'tasty', 'satisfying', 'flavorful', 'fresh', 'spicy', 'hot', 'light', 'creamy', 'natural', 'handcrafted', 'baked', 'roasted', 'smoky', 'glazed', 'irresistible', 'convenient', 'healthy', 'nutritious', 'wholesome', 'new','calories', 'carbs', 'fat', 'flavor', 'sugar', 'quality', 'protein', 'taste', 'ingredients', 'nutrients', 'energy', 'texture', 'crunch', 'aroma', 'variety', 'balance', 'recipe', 'fiber', 'vitamins', 'minerals', 'packaging', 'satisfaction', 'indulgence', 'convenience', 'seasoning', 'coating', 'filling', 'topping', 'ranch', '3D']","['Butterfinger', 'Cheerios', 'Cheetos', 'Chobani', 'Dannon', 'DEVOUR', 'Doritos', 'Heinz', 'HellmannsMayonnaise', 'KingsHawaiian', 'Kraft', 'Lays', 'MANDMs', 'Nestle', 'Oreo', 'Planters', 'Poptarts', 'Pringles', 'Reeses', 'SabraHummus', 'Skittles', 'Snickers', 'WonderfulPistachios']",0.24632764,"[""Lemon SkittCho's are my favorite""]",['taste'],1
Skittles,AD0504,0.0,Skittles H 6 Won K Skittles ROMANCE THE RAINBOW TASTE THE RAINBOW Katie! Katie! Katie! Katie! Katie! Katie! Katie! Katie! Katie! Katie! Katie! Katie! Romance the Rainbow. Taste the Rainbow.,0.0,[],[],[],[],Snacks,"['artificial', 'zero', 'refreshing', 'organic', 'crispy', 'crunchy', 'delicious', 'tasty', 'satisfying', 'flavorful', 'fresh', 'spicy', 'hot', 'light', 'creamy', 'natural', 'handcrafted', 'baked', 'roasted', 'smoky', 'glazed', 'irresistible', 'convenient', 'healthy', 'nutritious', 'wholesome', 'new','calories', 'carbs', 'fat', 'flavor', 'sugar', 'quality', 'protein', 'taste', 'ingredients', 'nutrients', 'energy', 'texture', 'crunch', 'aroma', 'variety', 'balance', 'recipe', 'fiber', 'vitamins', 'minerals', 'packaging', 'satisfaction', 'indulgence', 'convenience', 'seasoning', 'coating', 'filling', 'topping', 'ranch', '3D']","['Butterfinger', 'Cheerios', 'Cheetos', 'Chobani', 'Dannon', 'DEVOUR', 'Doritos', 'Heinz', 'HellmannsMayonnaise', 'KingsHawaiian', 'Kraft', 'Lays', 'MANDMs', 'Nestle', 'Oreo', 'Planters', 'Poptarts', 'Pringles', 'Reeses', 'SabraHummus', 'Skittles', 'Snickers', 'WonderfulPistachios']",0.25225136,[],['taste'],1
Snickers,AD0382,1.0,"Not You When hungry Snickers TM Mars Incorporated Marsha, what happened? Peter hit me in the nose with a football. I can't go to the dance like this. Well, I'm sure it was an accident, sweetheart. An eye for an eye. That's what dad always says. I never said that, honey. Shut up! Time to teach Peter a lesson. Marsha, eat a Snickers. Why? You get a little hostile when you're hungry. Better? Better. Marsha, Marsha, Marsha. Jan, this isn't about you. It never is!",0.0,[],[],[],[],Snacks,"['artificial', 'zero', 'refreshing', 'organic', 'crispy', 'crunchy', 'delicious', 'tasty', 'satisfying', 'flavorful', 'fresh', 'spicy', 'hot', 'light', 'creamy', 'natural', 'handcrafted', 'baked', 'roasted', 'smoky', 'glazed', 'irresistible', 'convenient', 'healthy', 'nutritious', 'wholesome', 'new','calories', 'carbs', 'fat', 'flavor', 'sugar', 'quality', 'protein', 'taste', 'ingredients', 'nutrients', 'energy', 'texture', 'crunch', 'aroma', 'variety', 'balance', 'recipe', 'fiber', 'vitamins', 'minerals', 'packaging', 'satisfaction', 'indulgence', 'convenience', 'seasoning', 'coating', 'filling', 'topping', 'ranch', '3D']","['Butterfinger', 'Cheerios', 'Cheetos', 'Chobani', 'Dannon', 'DEVOUR', 'Doritos', 'Heinz', 'HellmannsMayonnaise', 'KingsHawaiian', 'Kraft', 'Lays', 'MANDMs', 'Nestle', 'Oreo', 'Planters', 'Poptarts', 'Pringles', 'Reeses', 'SabraHummus', 'Skittles', 'Snickers', 'WonderfulPistachios']",0.081048064,[],[],0
Snickers,AD0505,0.0,"LIVE He be S YOU RUIN LIVE SUPER BOWL COMMERCIALS WHEN YOU RE HUNGRY Jeremiah! Time to make you goodbyes. Man, 21-3. We're live. No, no, no, third quarter. This is the third quarter. Ah, Jeremiah, you got us. Can we, uh...",0.0,[],[],[],[],Snacks,"['artificial', 'zero', 'refreshing', 'organic', 'crispy', 'crunchy', 'delicious', 'tasty', 'satisfying', 'flavorful', 'fresh', 'spicy', 'hot', 'light', 'creamy', 'natural', 'handcrafted', 'baked', 'roasted', 'smoky', 'glazed', 'irresistible', 'convenient', 'healthy', 'nutritious', 'wholesome', 'new','calories', 'carbs', 'fat', 'flavor', 'sugar', 'quality', 'protein', 'taste', 'ingredients', 'nutrients', 'energy', 'texture', 'crunch', 'aroma', 'variety', 'balance', 'recipe', 'fiber', 'vitamins', 'minerals', 'packaging', 'satisfaction', 'indulgence', 'convenience', 'seasoning', 'coating', 'filling', 'topping', 'ranch', '3D']","['Butterfinger', 'Cheerios', 'Cheetos', 'Chobani', 'Dannon', 'DEVOUR', 'Doritos', 'Heinz', 'HellmannsMayonnaise', 'KingsHawaiian', 'Kraft', 'Lays', 'MANDMs', 'Nestle', 'Oreo', 'Planters', 'Poptarts', 'Pringles', 'Reeses', 'SabraHummus', 'Skittles', 'Snickers', 'WonderfulPistachios']",0.14216064,[],[],0
Snickers,AD0673,0.0,IS Obviously THE WORLD JUST MAYBE THE WORLD JUST NEEDS A WORLD Mars Or Affiliates grown men ride scooters everyone's texting dirty pics baby's named after produce the surveillance state's got brand new tricks i am not spying the world is out of school we need to fix it quicker we have a dumb idea it's so cool it's working,0.0,[],[],[],[],Snacks,"['artificial', 'zero', 'refreshing', 'organic', 'crispy', 'crunchy', 'delicious', 'tasty', 'satisfying', 'flavorful', 'fresh', 'spicy', 'hot', 'light', 'creamy', 'natural', 'handcrafted', 'baked', 'roasted', 'smoky', 'glazed', 'irresistible', 'convenient', 'healthy', 'nutritious', 'wholesome', 'new','calories', 'carbs', 'fat', 'flavor', 'sugar', 'quality', 'protein', 'taste', 'ingredients', 'nutrients', 'energy', 'texture', 'crunch', 'aroma', 'variety', 'balance', 'recipe', 'fiber', 'vitamins', 'minerals', 'packaging', 'satisfaction', 'indulgence', 'convenience', 'seasoning', 'coating', 'filling', 'topping', 'ranch', '3D']","['Butterfinger', 'Cheerios', 'Cheetos', 'Chobani', 'Dannon', 'DEVOUR', 'Doritos', 'Heinz', 'HellmannsMayonnaise', 'KingsHawaiian', 'Kraft', 'Lays', 'MANDMs', 'Nestle', 'Oreo', 'Planters', 'Poptarts', 'Pringles', 'Reeses', 'SabraHummus', 'Skittles', 'Snickers', 'WonderfulPistachios']",0.15057749,[],['new'],1
WonderfulPistachios,AD0300,0.0,"Gs Healthy Crackin' Gangnam Style Gangnam Style Crack, crack, crack, crack Crackin' Gangnam Style Crack, crack, crack, crack Crackin' Gangnam Style Side does it, then we all go nuts Crack, crack, crack, crack Wonderful pistachios Get crackin'",0.0,[],[],[],[],Snacks,"['artificial', 'zero', 'refreshing', 'organic', 'crispy', 'crunchy', 'delicious', 'tasty', 'satisfying', 'flavorful', 'fresh', 'spicy', 'hot', 'light', 'creamy', 'natural', 'handcrafted', 'baked', 'roasted', 'smoky', 'glazed', 'irresistible', 'convenient', 'healthy', 'nutritious', 'wholesome', 'new','calories', 'carbs', 'fat', 'flavor', 'sugar', 'quality', 'protein', 'taste', 'ingredients', 'nutrients', 'energy', 'texture', 'crunch', 'aroma', 'variety', 'balance', 'recipe', 'fiber', 'vitamins', 'minerals', 'packaging', 'satisfaction', 'indulgence', 'convenience', 'seasoning', 'coating', 'filling', 'topping', 'ranch', '3D']","['Butterfinger', 'Cheerios', 'Cheetos', 'Chobani', 'Dannon', 'DEVOUR', 'Doritos', 'Heinz', 'HellmannsMayonnaise', 'KingsHawaiian', 'Kraft', 'Lays', 'MANDMs', 'Nestle', 'Oreo', 'Planters', 'Poptarts', 'Pringles', 'Reeses', 'SabraHummus', 'Skittles', 'Snickers', 'WonderfulPistachios']",0.30437744,"[""Gs Healthy Crackin' Gangnam Style Gangnam Style Crack, crack, crack, crack Crackin' Gangnam Style Crack, crack, crack, crack Crackin' Gangnam Style Side does it, then we all go nuts Crack, crack, crack, crack Wonderful pistachios Get crackin'""]",['healthy'],1
WonderfulPistachios,AD0523,0.0,Wonderful Get Follow I recently discovered that pistachios are a good source of protein. That's why they're my go-to snack when I get back in shape! Um... that one's broken.,0.0,[],[],[],[],Snacks,"['artificial', 'zero', 'refreshing', 'organic', 'crispy', 'crunchy', 'delicious', 'tasty', 'satisfying', 'flavorful', 'fresh', 'spicy', 'hot', 'light', 'creamy', 'natural', 'handcrafted', 'baked', 'roasted', 'smoky', 'glazed', 'irresistible', 'convenient', 'healthy', 'nutritious', 'wholesome', 'new','calories', 'carbs', 'fat', 'flavor', 'sugar', 'quality', 'protein', 'taste', 'ingredients', 'nutrients', 'energy', 'texture', 'crunch', 'aroma', 'variety', 'balance', 'recipe', 'fiber', 'vitamins', 'minerals', 'packaging', 'satisfaction', 'indulgence', 'convenience', 'seasoning', 'coating', 'filling', 'topping', 'ranch', '3D']","['Butterfinger', 'Cheerios', 'Cheetos', 'Chobani', 'Dannon', 'DEVOUR', 'Doritos', 'Heinz', 'HellmannsMayonnaise', 'KingsHawaiian', 'Kraft', 'Lays', 'MANDMs', 'Nestle', 'Oreo', 'Planters', 'Poptarts', 'Pringles', 'Reeses', 'SabraHummus', 'Skittles', 'Snickers', 'WonderfulPistachios']",0.398177,"[""That's why they're my go-to snack when I get back in shape! Um"", 'Wonderful Get Follow I recently discovered that pistachios are a good source of protein']",[],0
BonViv,AD0585,1.0,"Sim st 3 JO y Ed Enjoy Responsibly Boathouse Beverage Co Spiked Seltzer TX CT NY I'm Bonnie. I'm Vivian. And we're the makers of Bon & Viv Spiked Seltzer. It's sparkling water and alcohol. It comes in fruit botanicals like pear elderflower with zero grams of sugar. Yeah, seems too good to be true, but let us tell you, the myth is real. What do you think, sharks? I'm in. I want in, too. I'll double their offer. Hey, this is my expertise. No, we all go with them. Go with me. Go with me.",0.0,[],[],[],[],Alcoholic beverages (Beer Hard Seltzer),"['smooth', 'rich', 'refreshing', 'aromatic', 'flavorful', 'delicious', 'natural', 'zero', 'complex', 'premium', 'crafted', 'balanced', 'full-bodied', 'organic', 'fit', 'artificial','flavor', 'aroma', 'ingredients', 'quality', 'finish', 'character', 'craftsmanship', 'texture', 'heritage', 'blend', 'notes','bouquet', 'smoothness', 'intensity', 'purity', 'richness', 'tradition', 'complexity', 'corn syrup', 'cals', 'calories', 'carbs', 'protein', 'fat', 'sugar']","['Anheuser Busch InBev', 'Becks Beer', 'Bud Light', 'Budweiser', 'Busch', 'Michelob ULTRA', 'Shock Top', 'Stella Artois', 'BonViv', 'Bud Light Seltzer', 'Cutwater Spirits''Shock Top', 'Stella Artois', 'BonViv', 'Bud Light Seltzer', 'Cutwater Spirits']",0.22944063,['It comes in fruit botanicals like pear elderflower with zero grams of sugar'],['zero'],1
